Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,AverageScore,TotalScore,PerformanceCategory,StrongestSubject,WeakestSubject,ScoreBalance,HighPerformer,WklyStudyHours_Numeric,SiblingCategory
988,male,group C,some high school,free/reduced,none,single,regularly,yes,4.0,private,5 - 10,58,55.0,54.0,55.666666666666664,167.0,Below Average,Math,Writing,2.0816659994661326,0,7.5,4+ Siblings
989,male,group C,associate's degree,standard,completed,divorced,sometimes,no,3.0,school_bus,< 5,88,93.0,89.0,90.0,270.0,Excellent,Reading,Math,2.6457513110645907,1,2.5,2-3 Siblings
990,male,group A,some high school,standard,completed,,never,no,2.0,school_bus,> 10,61,58.0,59.0,59.333333333333336,178.0,Below Average,Math,Reading,1.5275252316519465,0,12.5,2-3 Siblings
991,female,group E,master's degree,free/reduced,completed,married,regularly,no,4.0,school_bus,< 5,57,71.0,73.0,67.0,201.0,Average,Writing,Math,8.717797887081348,0,2.5,4+ Siblings
992,female,group A,some college,standard,completed,married,sometimes,no,1.0,school_bus,,66,72.0,80.0,72.66666666666667,218.0,Good,Writing,Math,7.023769168568492,0,,One Sibling
993,male,group D,bachelor's degree,standard,none,married,sometimes,yes,4.0,private,> 10,85,82.0,81.0,82.66666666666667,248.0,Very Good,Math,Writing,2.081665999466133,1,12.5,4+ Siblings
994,female,group C,master's degree,standard,none,married,sometimes,yes,6.0,private,5 - 10,71,65.0,64.0,66.66666666666667,200.0,Average,Math,Writing,3.7859388972001824,0,7.5,4+ Siblings
995,female,group D,high school,free/reduced,completed,married,never,yes,3.0,school_bus,< 5,45,72.0,72.0,63.0,189.0,Average,Reading,Math,15.588457268119896,0,2.5,2-3 Siblings
996,female,group D,some high school,free/reduced,none,married,sometimes,yes,1.0,school_bus,> 10,55,73.0,64.0,64.0,192.0,Average,Reading,Math,9.0,0,12.5,One Sibling
997,male,group C,some college,standard,none,married,regularly,yes,0.0,school_bus,> 10,54,46.0,38.0,46.0,138.0,Poor,Math,Writing,8.0,0,12.5,Only Child
998,male,group D,,free/reduced,none,divorced,sometimes,no,3.0,school_bus,5 - 10,53,53.0,49.0,51.666666666666664,155.0,Below Average,Math,Writing,2.309401076758503,0,7.5,2-3 Siblings
999,female,group E,associate's degree,standard,none,married,never,no,3.0,school_bus,5 - 10,82,96.0,86.0,88.0,264.0,Very Good,Reading,Math,7.211102550927978,1,7.5,2-3 Siblings
1,male,group D,some college,standard,none,single,sometimes,yes,1.0,school_bus,< 5,67,65.0,65.0,65.66666666666667,197.0,Average,Math,Reading,1.1547005383792517,0,2.5,One Sibling
2,female,group C,some college,standard,none,single,never,no,3.0,school_bus,< 5,49,55.0,58.0,54.0,162.0,Below Average,Writing,Math,4.58257569495584,0,2.5,2-3 Siblings
3,female,group A,associate's degree,standard,completed,single,regularly,yes,4.0,private,> 10,48,55.0,62.0,55.0,165.0,Below Average,Writing,Math,7.0,0,12.5,4+ Siblings
4,female,group B,some high school,standard,completed,single,never,yes,2.0,school_bus,5 - 10,60,78.0,80.0,72.66666666666667,218.0,Good,Writing,Math,11.015141094572204,0,7.5,2-3 Siblings
5,female,group B,bachelor's degree,free/reduced,none,married,sometimes,no,1.0,private,5 - 10,75,92.0,88.0,85.0,255.0,Very Good,Reading,Math,8.888194417315589,1,7.5,One Sibling
6,male,group C,associate's degree,standard,none,single,sometimes,yes,2.0,school_bus,,47,50.0,43.0,46.666666666666664,140.0,Poor,Reading,Writing,3.511884584284246,0,,2-3 Siblings
7,female,group B,some high school,free/reduced,completed,married,regularly,yes,2.0,school_bus,< 5,54,59.0,65.0,59.333333333333336,178.0,Below Average,Writing,Math,5.507570547286102,0,2.5,2-3 Siblings
8,male,group D,high school,free/reduced,none,married,sometimes,yes,5.0,private,5 - 10,74,57.0,58.0,63.0,189.0,Average,Math,Reading,9.539392014169456,0,7.5,4+ Siblings
9,female,group D,some high school,free/reduced,completed,divorced,sometimes,yes,4.0,private,< 5,64,79.0,81.0,74.66666666666667,224.0,Good,Writing,Math,9.29157324317757,0,2.5,4+ Siblings
10,male,group B,high school,standard,none,divorced,regularly,yes,1.0,private,< 5,58,47.0,38.0,47.666666666666664,143.0,Poor,Math,Writing,10.016652800877813,0,2.5,One Sibling
12,female,group A,some high school,standard,none,divorced,sometimes,yes,0.0,school_bus,5 - 10,51,64.0,60.0,58.333333333333336,175.0,Below Average,Reading,Math,6.658328118479393,0,7.5,Only Child
13,female,group C,,free/reduced,completed,married,regularly,yes,2.0,,5 - 10,47,78.0,73.0,66.0,198.0,Average,Reading,Math,16.64331697709324,0,7.5,2-3 Siblings
14,female,,associate's degree,free/reduced,none,single,regularly,no,1.0,,,43,50.0,55.0,49.333333333333336,148.0,Poor,Writing,Math,6.027713773341708,0,,One Sibling
15,male,,associate's degree,standard,completed,married,regularly,yes,2.0,private,< 5,63,61.0,64.0,62.666666666666664,188.0,Average,Writing,Reading,1.5275252316519465,0,2.5,2-3 Siblings
16,female,group B,some college,standard,completed,married,sometimes,no,2.0,,5 - 10,40,54.0,55.0,49.666666666666664,149.0,Poor,Writing,Math,8.386497083606084,0,7.5,2-3 Siblings
17,female,,some high school,standard,none,single,sometimes,yes,2.0,,> 10,65,62.0,66.0,64.33333333333333,193.0,Average,Writing,Reading,2.081665999466133,0,12.5,2-3 Siblings
18,female,,associate's degree,standard,none,single,regularly,no,1.0,school_bus,< 5,55,67.0,64.0,62.0,186.0,Average,Reading,Math,6.244997998398398,0,2.5,One Sibling
19,male,group D,bachelor's degree,standard,none,married,regularly,yes,2.0,school_bus,> 10,64,70.0,67.0,67.0,201.0,Average,Reading,Math,3.0,0,12.5,2-3 Siblings
20,female,group E,some college,standard,completed,single,never,yes,4.0,school_bus,5 - 10,70,74.0,77.0,73.66666666666667,221.0,Good,Writing,Math,3.511884584284246,0,7.5,4+ Siblings
21,male,group C,associate's degree,standard,completed,divorced,sometimes,yes,3.0,school_bus,5 - 10,98,92.0,94.0,94.66666666666667,284.0,Excellent,Math,Reading,3.055050463303893,1,7.5,2-3 Siblings
22,female,group C,associate's degree,standard,completed,divorced,regularly,yes,4.0,school_bus,> 10,79,91.0,92.0,87.33333333333333,262.0,Very Good,Writing,Math,7.234178138070236,1,12.5,4+ Siblings
23,male,group C,bachelor's degree,standard,completed,single,sometimes,,2.0,school_bus,< 5,73,64.0,66.0,67.66666666666667,203.0,Average,Math,Reading,4.725815626252608,0,2.5,2-3 Siblings
24,male,group A,some high school,standard,none,married,regularly,yes,0.0,school_bus,> 10,82,79.0,72.0,77.66666666666667,233.0,Good,Math,Writing,5.131601439446884,0,12.5,Only Child
26,female,group C,associate's degree,standard,none,married,sometimes,yes,2.0,school_bus,< 5,68,83.0,80.0,77.0,231.0,Good,Reading,Math,7.937253933193772,0,2.5,2-3 Siblings
28,female,group B,bachelor's degree,standard,none,,regularly,no,4.0,school_bus,< 5,59,60.0,63.0,60.666666666666664,182.0,Average,Writing,Math,2.0816659994661326,0,2.5,4+ Siblings
29,male,group C,some college,free/reduced,none,single,never,yes,3.0,private,5 - 10,44,42.0,39.0,41.666666666666664,125.0,Poor,Math,Writing,2.516611478423583,0,7.5,2-3 Siblings
30,female,group E,high school,standard,completed,widowed,regularly,yes,3.0,,5 - 10,53,53.0,53.0,53.0,159.0,Below Average,Math,Math,0.0,0,7.5,2-3 Siblings
31,female,group B,associate's degree,standard,completed,single,sometimes,yes,3.0,private,< 5,57,68.0,76.0,67.0,201.0,Average,Writing,Math,9.539392014169456,0,2.5,2-3 Siblings
32,female,group A,some high school,standard,completed,divorced,regularly,yes,3.0,,5 - 10,64,70.0,77.0,70.33333333333333,211.0,Good,Writing,Math,6.506407098647712,0,7.5,2-3 Siblings
33,female,group E,some college,standard,none,married,regularly,no,3.0,school_bus,5 - 10,64,63.0,69.0,65.33333333333333,196.0,Average,Writing,Reading,3.214550253664318,0,7.5,2-3 Siblings
34,male,group B,master's degree,free/reduced,none,single,sometimes,yes,1.0,school_bus,5 - 10,67,72.0,70.0,69.66666666666667,209.0,Average,Reading,Math,2.516611478423583,0,7.5,One Sibling
35,female,group C,master's degree,free/reduced,none,single,sometimes,no,,school_bus,5 - 10,55,76.0,69.0,66.66666666666667,200.0,Average,Reading,Math,10.692676621563628,0,7.5,4+ Siblings
36,female,group B,bachelor's degree,standard,,married,sometimes,no,2.0,school_bus,,56,63.0,57.0,58.666666666666664,176.0,Below Average,Reading,Math,3.785938897200183,0,,2-3 Siblings
37,male,group D,some college,standard,none,single,sometimes,no,2.0,school_bus,< 5,70,68.0,67.0,68.33333333333333,205.0,Average,Math,Writing,1.5275252316519468,0,2.5,2-3 Siblings
38,female,group B,some college,free/reduced,,divorced,sometimes,yes,,private,,38,61.0,55.0,51.333333333333336,154.0,Below Average,Reading,Math,11.930353445448853,0,,4+ Siblings
39,female,group D,some high school,free/reduced,none,married,never,yes,2.0,private,5 - 10,54,60.0,57.0,57.0,171.0,Below Average,Reading,Math,3.0,0,7.5,2-3 Siblings
40,male,group C,high school,standard,completed,married,sometimes,no,5.0,school_bus,< 5,56,63.0,61.0,60.0,180.0,Average,Reading,Math,3.605551275463989,0,2.5,4+ Siblings
41,female,group C,high school,standard,none,single,sometimes,yes,3.0,private,5 - 10,84,90.0,85.0,86.33333333333333,259.0,Very Good,Reading,Math,3.214550253664318,1,7.5,2-3 Siblings
42,female,group D,some high school,standard,completed,divorced,sometimes,yes,4.0,school_bus,5 - 10,78,85.0,90.0,84.33333333333333,253.0,Very Good,Writing,Math,6.027713773341707,1,7.5,4+ Siblings
43,female,group C,some high school,standard,completed,single,sometimes,no,1.0,private,< 5,69,69.0,74.0,70.66666666666667,212.0,Good,Writing,Math,2.8867513459481287,0,2.5,One Sibling
44,male,group E,bachelor's degree,standard,none,married,sometimes,yes,,private,5 - 10,97,75.0,79.0,83.66666666666667,251.0,Very Good,Math,Reading,11.718930554164631,1,7.5,4+ Siblings
45,male,group D,associate's degree,free/reduced,none,married,regularly,no,3.0,private,5 - 10,69,68.0,67.0,68.0,204.0,Average,Math,Writing,1.0,0,7.5,2-3 Siblings
47,male,group B,some college,standard,none,widowed,regularly,yes,0.0,school_bus,> 10,46,54.0,47.0,49.0,147.0,Poor,Reading,Math,4.358898943540674,0,12.5,Only Child
48,female,group D,associate's degree,standard,none,married,sometimes,yes,4.0,private,5 - 10,55,72.0,72.0,66.33333333333333,199.0,Average,Reading,Math,9.814954576223638,0,7.5,4+ Siblings
49,male,group B,some college,standard,none,divorced,regularly,yes,4.0,school_bus,5 - 10,50,46.0,41.0,45.666666666666664,137.0,Poor,Math,Writing,4.509249752822894,0,7.5,4+ Siblings
50,male,group D,some high school,standard,none,widowed,never,yes,2.0,private,< 5,68,64.0,67.0,66.33333333333333,199.0,Average,Math,Reading,2.0816659994661326,0,2.5,2-3 Siblings
51,male,group A,some college,standard,none,divorced,sometimes,yes,1.0,school_bus,5 - 10,57,56.0,58.0,57.0,171.0,Below Average,Writing,Reading,1.0,0,7.5,One Sibling
52,female,group E,some high school,standard,none,divorced,sometimes,no,1.0,private,5 - 10,79,78.0,78.0,78.33333333333333,235.0,Good,Math,Reading,0.5773502691896257,0,7.5,One Sibling
53,female,group C,high school,free/reduced,none,single,never,yes,2.0,school_bus,5 - 10,45,56.0,55.0,52.0,156.0,Below Average,Reading,Math,6.082762530298219,0,7.5,2-3 Siblings
54,male,group D,some college,standard,none,married,regularly,yes,3.0,,< 5,74,67.0,64.0,68.33333333333333,205.0,Average,Math,Writing,5.131601439446884,0,2.5,2-3 Siblings
55,male,group E,some college,free/reduced,none,divorced,sometimes,yes,4.0,private,< 5,67,67.0,59.0,64.33333333333333,193.0,Average,Math,Writing,4.618802153517006,0,2.5,4+ Siblings
56,female,group B,some high school,standard,none,single,sometimes,no,2.0,school_bus,5 - 10,23,35.0,34.0,30.666666666666668,92.0,Poor,Reading,Math,6.6583281184793925,0,7.5,2-3 Siblings
58,female,group D,some high school,free/reduced,,single,regularly,yes,3.0,school_bus,5 - 10,44,52.0,51.0,49.0,147.0,Poor,Reading,Math,4.358898943540674,0,7.5,2-3 Siblings
59,male,group D,associate's degree,standard,completed,married,regularly,yes,4.0,private,5 - 10,61,52.0,60.0,57.666666666666664,173.0,Below Average,Math,Reading,4.932882862316248,0,7.5,4+ Siblings
60,female,group E,associate's degree,standard,none,divorced,never,no,3.0,private,5 - 10,48,55.0,54.0,52.333333333333336,157.0,Below Average,Reading,Math,3.785938897200183,0,7.5,2-3 Siblings
61,male,group C,some college,standard,completed,married,sometimes,yes,0.0,private,< 5,54,51.0,51.0,52.0,156.0,Below Average,Math,Reading,1.7320508075688772,0,2.5,Only Child
62,female,group D,some high school,free/reduced,none,single,never,yes,2.0,school_bus,5 - 10,47,69.0,67.0,61.0,183.0,Average,Reading,Math,12.165525060596439,0,7.5,2-3 Siblings
63,male,group D,associate's degree,standard,none,married,sometimes,yes,1.0,school_bus,,71,65.0,61.0,65.66666666666667,197.0,Average,Math,Writing,5.033222956847166,0,,One Sibling
64,female,group E,bachelor's degree,standard,completed,single,regularly,no,4.0,school_bus,5 - 10,74,73.0,73.0,73.33333333333333,220.0,Good,Math,Reading,0.5773502691896257,0,7.5,4+ Siblings
65,female,group C,some college,standard,none,married,sometimes,no,1.0,private,< 5,57,65.0,63.0,61.666666666666664,185.0,Average,Reading,Math,4.163331998932266,0,2.5,One Sibling
66,female,group D,high school,standard,completed,married,never,yes,,school_bus,5 - 10,62,62.0,69.0,64.33333333333333,193.0,Average,Writing,Math,4.041451884327381,0,7.5,4+ Siblings
67,female,group B,some college,standard,none,married,sometimes,yes,0.0,,< 5,65,72.0,66.0,67.66666666666667,203.0,Average,Reading,Math,3.7859388972001824,0,2.5,Only Child
68,male,group E,high school,standard,completed,married,sometimes,yes,1.0,private,< 5,97,96.0,95.0,96.0,288.0,Excellent,Math,Writing,1.0,1,2.5,One Sibling
70,male,group C,master's degree,standard,none,married,never,yes,5.0,school_bus,< 5,78,70.0,64.0,70.66666666666667,212.0,Good,Math,Writing,7.023769168568492,0,2.5,4+ Siblings
71,female,,some college,standard,none,divorced,never,yes,2.0,private,5 - 10,64,75.0,70.0,69.66666666666667,209.0,Average,Reading,Math,5.507570547286102,0,7.5,2-3 Siblings
72,female,group C,bachelor's degree,free/reduced,none,,regularly,yes,2.0,,< 5,37,61.0,62.0,53.333333333333336,160.0,Below Average,Writing,Math,14.153915830374762,0,2.5,2-3 Siblings
73,female,group D,some high school,free/reduced,none,divorced,sometimes,no,4.0,private,< 5,32,43.0,45.0,40.0,120.0,Poor,Writing,Math,7.0,0,2.5,4+ Siblings
76,female,group B,high school,free/reduced,completed,married,never,yes,2.0,private,5 - 10,37,64.0,63.0,54.666666666666664,164.0,Below Average,Reading,Math,15.307950004273378,0,7.5,2-3 Siblings
77,female,group A,bachelor's degree,standard,completed,married,sometimes,yes,3.0,school_bus,5 - 10,87,93.0,95.0,91.66666666666667,275.0,Excellent,Writing,Math,4.163331998932265,1,7.5,2-3 Siblings
78,female,group C,master's degree,free/reduced,none,married,regularly,yes,1.0,school_bus,5 - 10,52,67.0,66.0,61.666666666666664,185.0,Average,Reading,Math,8.386497083606084,0,7.5,One Sibling
79,male,group A,some college,standard,completed,divorced,regularly,no,3.0,school_bus,5 - 10,71,72.0,72.0,71.66666666666667,215.0,Good,Reading,Math,0.5773502691896257,0,7.5,2-3 Siblings
81,female,group A,some college,free/reduced,none,single,sometimes,no,1.0,school_bus,< 5,44,60.0,60.0,54.666666666666664,164.0,Below Average,Reading,Math,9.237604307034013,0,2.5,One Sibling
82,female,group D,some college,free/reduced,none,married,sometimes,no,3.0,private,> 10,51,52.0,62.0,55.0,165.0,Below Average,Writing,Math,6.082762530298219,0,12.5,2-3 Siblings
83,female,group D,some high school,free/reduced,none,divorced,regularly,yes,3.0,school_bus,5 - 10,41,50.0,47.0,46.0,138.0,Poor,Reading,Math,4.58257569495584,0,7.5,2-3 Siblings
85,female,group C,some college,free/reduced,none,single,never,yes,2.0,private,5 - 10,47,62.0,61.0,56.666666666666664,170.0,Below Average,Reading,Math,8.386497083606084,0,7.5,2-3 Siblings
86,female,group D,some high school,standard,none,single,regularly,yes,0.0,private,> 10,57,51.0,56.0,54.666666666666664,164.0,Below Average,Math,Reading,3.2145502536643185,0,12.5,Only Child
87,male,group A,high school,standard,none,married,regularly,yes,3.0,school_bus,< 5,52,49.0,46.0,49.0,147.0,Poor,Math,Writing,3.0,0,2.5,2-3 Siblings
89,female,group B,some college,standard,completed,married,regularly,yes,6.0,school_bus,< 5,69,82.0,81.0,77.33333333333333,232.0,Good,Reading,Math,7.234178138070236,0,2.5,4+ Siblings
90,female,group A,associate's degree,free/reduced,none,married,regularly,yes,0.0,school_bus,< 5,45,54.0,49.0,49.333333333333336,148.0,Poor,Reading,Math,4.509249752822894,0,2.5,Only Child
91,male,,associate's degree,free/reduced,completed,married,sometimes,no,4.0,private,5 - 10,84,87.0,77.0,82.66666666666667,248.0,Very Good,Reading,Writing,5.131601439446884,1,7.5,4+ Siblings
92,male,group D,,free/reduced,none,married,sometimes,yes,0.0,private,< 5,50,53.0,47.0,50.0,150.0,Below Average,Reading,Writing,3.0,0,2.5,Only Child
93,male,group B,master's degree,free/reduced,none,married,regularly,no,3.0,school_bus,5 - 10,74,70.0,57.0,67.0,201.0,Average,Math,Writing,8.888194417315589,0,7.5,2-3 Siblings
94,female,group C,,free/reduced,none,divorced,sometimes,yes,2.0,private,5 - 10,72,80.0,77.0,76.33333333333333,229.0,Good,Reading,Math,4.041451884327381,0,7.5,2-3 Siblings
95,male,group B,some college,standard,none,single,never,yes,3.0,private,5 - 10,75,77.0,74.0,75.33333333333333,226.0,Good,Reading,Writing,1.5275252316519468,0,7.5,2-3 Siblings
96,female,group C,high school,standard,,married,regularly,yes,1.0,,< 5,79,74.0,76.0,76.33333333333333,229.0,Good,Math,Reading,2.516611478423583,0,2.5,One Sibling
97,male,group C,associate's degree,free/reduced,none,married,regularly,yes,1.0,school_bus,> 10,57,48.0,47.0,50.666666666666664,152.0,Below Average,Math,Writing,5.507570547286102,0,12.5,One Sibling
98,male,group A,some college,standard,completed,married,regularly,yes,1.0,private,> 10,83,87.0,86.0,85.33333333333333,256.0,Very Good,Reading,Math,2.0816659994661326,1,12.5,One Sibling
99,male,group C,master's degree,free/reduced,completed,single,regularly,no,2.0,private,5 - 10,73,82.0,79.0,78.0,234.0,Good,Reading,Math,4.58257569495584,0,7.5,2-3 Siblings
100,female,group C,associate's degree,free/reduced,none,married,sometimes,yes,2.0,private,5 - 10,61,76.0,65.0,67.33333333333333,202.0,Average,Reading,Math,7.76745346515403,0,7.5,2-3 Siblings
102,female,group D,high school,standard,completed,married,sometimes,yes,2.0,private,< 5,70,81.0,88.0,79.66666666666667,239.0,Good,Writing,Math,9.073771725877467,0,2.5,2-3 Siblings
103,male,group E,some college,standard,none,widowed,regularly,no,1.0,,5 - 10,100,80.0,84.0,88.0,264.0,Very Good,Math,Reading,10.583005244258363,1,7.5,One Sibling
104,male,group D,some high school,free/reduced,none,married,regularly,no,4.0,private,5 - 10,57,57.0,59.0,57.666666666666664,173.0,Below Average,Writing,Math,1.1547005383792517,0,7.5,4+ Siblings
105,male,group A,high school,free/reduced,none,married,sometimes,no,4.0,school_bus,< 5,53,50.0,46.0,49.666666666666664,149.0,Poor,Math,Writing,3.511884584284246,0,2.5,4+ Siblings
