Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
604,male,group C,some college,free/reduced,completed,married,sometimes,yes,1.0,private,> 10,62,59.0,65.0
605,female,group B,some high school,standard,completed,married,regularly,yes,4.0,school_bus,< 5,48,58.0,62.0
606,male,group A,some college,standard,none,married,regularly,yes,1.0,school_bus,> 10,74,62.0,64.0
607,female,group C,associate's degree,standard,completed,married,sometimes,yes,0.0,private,5 - 10,71,82.0,77.0
608,female,group C,bachelor's degree,standard,completed,married,regularly,no,2.0,school_bus,< 5,77,90.0,91.0
609,female,group E,master's degree,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,76,85.0,85.0
610,male,group C,some high school,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,95,86.0,80.0
612,male,group E,some college,standard,none,married,never,yes,0.0,school_bus,5 - 10,67,64.0,56.0
613,male,group C,some college,free/reduced,none,married,sometimes,no,2.0,private,< 5,63,75.0,66.0
614,male,group B,some high school,standard,completed,divorced,regularly,no,2.0,school_bus,> 10,74,65.0,60.0
615,male,group C,high school,free/reduced,none,married,never,no,4.0,school_bus,5 - 10,49,45.0,45.0
616,female,group B,some high school,standard,none,widowed,never,yes,3.0,private,< 5,52,63.0,51.0
617,male,group B,some college,standard,completed,married,sometimes,yes,4.0,school_bus,< 5,53,60.0,56.0
618,male,group D,bachelor's degree,standard,none,divorced,regularly,yes,3.0,school_bus,5 - 10,79,70.0,70.0
619,female,group C,some high school,standard,none,divorced,sometimes,yes,5.0,school_bus,< 5,62,68.0,66.0
620,female,group D,associate's degree,standard,completed,married,regularly,yes,2.0,school_bus,5 - 10,87,84.0,94.0
621,female,group B,some college,standard,none,divorced,regularly,yes,0.0,school_bus,5 - 10,83,94.0,96.0
622,female,group C,high school,standard,completed,single,sometimes,yes,3.0,school_bus,< 5,42,61.0,64.0
623,male,group B,associate's degree,standard,none,married,sometimes,no,1.0,school_bus,> 10,91,91.0,87.0
624,male,group E,high school,standard,none,divorced,regularly,yes,6.0,school_bus,< 5,92,78.0,78.0
625,male,group A,some college,standard,completed,married,regularly,yes,0.0,school_bus,> 10,92,89.0,90.0
626,male,group B,associate's degree,free/reduced,none,married,sometimes,no,2.0,school_bus,5 - 10,63,65.0,60.0
627,female,group C,high school,standard,none,married,sometimes,yes,2.0,private,> 10,46,43.0,43.0
628,female,group A,some high school,free/reduced,none,married,regularly,no,2.0,private,5 - 10,47,64.0,54.0
629,female,group D,some college,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,64,69.0,72.0
630,male,group B,high school,standard,none,married,sometimes,no,5.0,school_bus,> 10,82,81.0,73.0
631,female,group B,some college,free/reduced,none,single,sometimes,yes,6.0,private,5 - 10,36,50.0,46.0
632,female,group B,some college,standard,none,married,regularly,yes,5.0,private,5 - 10,48,64.0,62.0
633,male,group D,some college,free/reduced,none,married,sometimes,no,1.0,private,5 - 10,64,64.0,63.0
635,female,group E,some college,standard,none,married,sometimes,yes,1.0,school_bus,< 5,78,91.0,87.0
636,female,group C,some college,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,74,76.0,76.0
638,female,group D,some high school,standard,completed,single,regularly,yes,4.0,school_bus,5 - 10,90,93.0,99.0
639,female,group B,associate's degree,free/reduced,completed,married,regularly,no,2.0,school_bus,5 - 10,49,64.0,69.0
640,female,group B,some college,standard,completed,married,regularly,yes,3.0,private,5 - 10,61,73.0,73.0
641,female,group D,associate's degree,free/reduced,none,divorced,regularly,yes,3.0,school_bus,< 5,61,69.0,77.0
642,female,group C,associate's degree,free/reduced,none,divorced,sometimes,yes,3.0,school_bus,5 - 10,62,71.0,70.0
643,male,group C,some college,free/reduced,none,married,regularly,yes,1.0,private,5 - 10,57,56.0,55.0
644,male,group C,associate's degree,standard,none,divorced,regularly,yes,0.0,private,5 - 10,62,55.0,59.0
645,male,group C,some college,standard,none,married,never,yes,1.0,private,> 10,83,76.0,75.0
646,male,group B,associate's degree,free/reduced,completed,married,regularly,no,1.0,school_bus,5 - 10,55,61.0,64.0
647,male,group D,some high school,standard,none,married,regularly,yes,3.0,school_bus,< 5,75,72.0,71.0
648,male,group E,associate's degree,standard,none,single,sometimes,no,1.0,school_bus,5 - 10,49,34.0,34.0
649,female,group E,some college,free/reduced,none,single,sometimes,yes,0.0,school_bus,5 - 10,53,60.0,65.0
650,male,group B,associate's degree,standard,none,single,regularly,yes,4.0,private,5 - 10,79,78.0,72.0
651,female,group C,some college,free/reduced,completed,married,regularly,yes,1.0,school_bus,5 - 10,52,63.0,63.0
652,male,group C,some high school,standard,none,married,sometimes,yes,4.0,school_bus,5 - 10,52,50.0,42.0
653,male,group B,some college,standard,none,single,regularly,yes,1.0,school_bus,5 - 10,52,45.0,45.0
654,female,group A,some college,standard,none,single,sometimes,no,4.0,school_bus,< 5,80,88.0,88.0
655,male,group C,some high school,standard,none,married,sometimes,no,1.0,school_bus,> 10,88,78.0,74.0
656,male,group E,bachelor's degree,standard,none,married,sometimes,yes,1.0,private,5 - 10,91,86.0,82.0
657,male,group C,some high school,free/reduced,completed,married,sometimes,no,1.0,school_bus,< 5,56,64.0,53.0
658,male,group C,some high school,standard,none,married,sometimes,yes,2.0,private,5 - 10,80,77.0,73.0
659,female,group D,some college,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,56,71.0,71.0
660,female,group E,bachelor's degree,free/reduced,none,married,regularly,yes,3.0,school_bus,< 5,51,55.0,60.0
661,male,group E,master's degree,standard,none,divorced,regularly,yes,5.0,private,> 10,100,89.0,88.0
662,male,group C,bachelor's degree,standard,none,divorced,sometimes,yes,1.0,school_bus,< 5,80,72.0,73.0
663,male,group C,some high school,standard,completed,married,sometimes,yes,2.0,school_bus,> 10,85,78.0,74.0
664,male,group D,some college,standard,none,married,sometimes,yes,1.0,private,> 10,75,74.0,60.0
665,male,group B,bachelor's degree,free/reduced,none,widowed,sometimes,yes,1.0,school_bus,5 - 10,65,64.0,62.0
666,male,group C,some college,standard,completed,divorced,regularly,yes,3.0,private,< 5,81,72.0,74.0
667,female,group D,bachelor's degree,standard,none,divorced,sometimes,yes,2.0,school_bus,5 - 10,84,83.0,91.0
668,female,group D,associate's degree,free/reduced,none,married,never,yes,4.0,school_bus,5 - 10,49,59.0,55.0
669,female,group B,associate's degree,standard,none,married,sometimes,yes,2.0,school_bus,> 10,55,58.0,60.0
670,male,group D,some college,standard,none,divorced,regularly,no,2.0,school_bus,> 10,77,63.0,62.0
671,male,group E,some college,standard,none,married,sometimes,yes,4.0,private,5 - 10,73,61.0,62.0
672,male,group E,master's degree,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,79,82.0,82.0
673,male,group C,high school,free/reduced,none,single,never,yes,4.0,private,5 - 10,60,55.0,56.0
674,female,group D,some college,standard,none,married,sometimes,no,1.0,private,< 5,31,36.0,37.0
675,male,group C,high school,free/reduced,none,married,regularly,yes,3.0,private,> 10,75,65.0,64.0
676,male,group A,some high school,standard,none,married,sometimes,no,3.0,school_bus,> 10,66,64.0,62.0
677,male,group C,high school,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,69,72.0,69.0
678,male,group E,high school,free/reduced,none,single,sometimes,no,5.0,school_bus,< 5,73,57.0,46.0
679,male,group D,high school,standard,completed,married,sometimes,yes,1.0,school_bus,< 5,87,75.0,76.0
680,male,group C,associate's degree,free/reduced,completed,divorced,sometimes,yes,3.0,school_bus,> 10,69,66.0,68.0
681,male,group D,high school,standard,completed,divorced,regularly,yes,3.0,school_bus,> 10,55,47.0,52.0
682,male,group B,some college,standard,none,divorced,regularly,yes,2.0,private,5 - 10,65,69.0,66.0
683,male,group D,high school,standard,completed,divorced,sometimes,yes,2.0,private,< 5,77,66.0,68.0
684,female,group A,high school,free/reduced,completed,divorced,regularly,yes,5.0,private,5 - 10,47,72.0,72.0
685,male,group D,high school,standard,completed,married,never,yes,0.0,private,5 - 10,75,80.0,78.0
686,female,group A,associate's degree,free/reduced,completed,married,sometimes,yes,3.0,school_bus,5 - 10,66,79.0,86.0
687,male,group C,some college,standard,none,single,never,yes,6.0,private,< 5,45,39.0,39.0
688,female,group D,some college,free/reduced,none,divorced,sometimes,yes,4.0,school_bus,5 - 10,71,82.0,79.0
689,female,group D,some high school,standard,completed,married,regularly,yes,1.0,private,5 - 10,55,63.0,67.0
690,male,group E,master's degree,standard,completed,divorced,sometimes,no,2.0,school_bus,> 10,86,76.0,78.0
691,female,group D,some college,free/reduced,none,divorced,sometimes,yes,2.0,school_bus,5 - 10,53,66.0,65.0
692,female,group C,some high school,standard,none,married,never,yes,4.0,school_bus,5 - 10,70,84.0,83.0
693,female,group C,associate's degree,standard,none,divorced,regularly,yes,2.0,school_bus,> 10,53,69.0,69.0
694,male,group C,high school,standard,completed,single,sometimes,no,5.0,private,< 5,90,91.0,89.0
695,male,group C,bachelor's degree,free/reduced,none,married,never,yes,5.0,private,5 - 10,49,40.0,38.0
696,male,group C,associate's degree,standard,none,married,sometimes,no,4.0,school_bus,5 - 10,67,60.0,58.0
697,female,group C,high school,free/reduced,none,divorced,sometimes,yes,4.0,school_bus,< 5,55,76.0,71.0
698,male,group B,high school,standard,none,divorced,never,yes,3.0,school_bus,5 - 10,74,63.0,62.0
699,female,group B,some college,standard,none,married,sometimes,yes,4.0,school_bus,< 5,39,52.0,47.0
700,male,group C,some college,standard,none,single,sometimes,no,2.0,private,< 5,65,61.0,55.0
701,female,group E,some high school,standard,none,widowed,never,yes,3.0,school_bus,5 - 10,66,64.0,61.0
702,female,group C,some high school,standard,completed,divorced,sometimes,yes,3.0,school_bus,5 - 10,63,78.0,73.0
703,female,group E,some college,standard,none,married,sometimes,yes,3.0,private,< 5,86,88.0,83.0
704,female,group C,some college,standard,completed,divorced,regularly,no,1.0,school_bus,5 - 10,71,83.0,88.0
705,female,group B,associate's degree,standard,none,married,never,yes,5.0,school_bus,5 - 10,81,98.0,97.0
706,male,group A,associate's degree,standard,none,married,sometimes,yes,1.0,school_bus,> 10,64,59.0,54.0
707,female,group D,some college,free/reduced,none,divorced,regularly,yes,1.0,school_bus,5 - 10,69,83.0,86.0
709,female,group D,associate's degree,standard,none,single,regularly,yes,0.0,private,5 - 10,58,74.0,77.0
710,female,group E,some high school,free/reduced,completed,divorced,sometimes,no,1.0,school_bus,> 10,44,66.0,60.0
711,female,group E,some high school,standard,completed,married,regularly,no,3.0,private,> 10,85,100.0,99.0
712,female,group D,some college,free/reduced,completed,married,regularly,no,1.0,private,> 10,76,87.0,86.0
713,male,group D,some college,standard,completed,divorced,never,no,3.0,private,5 - 10,63,68.0,69.0
714,female,group D,associate's degree,standard,none,married,sometimes,no,2.0,private,< 5,85,86.0,87.0
715,female,group E,bachelor's degree,free/reduced,none,married,sometimes,yes,5.0,school_bus,> 10,78,89.0,92.0
716,female,group A,associate's degree,standard,none,single,never,no,1.0,school_bus,5 - 10,61,63.0,63.0
717,female,group B,some high school,standard,completed,married,sometimes,yes,4.0,private,5 - 10,82,89.0,94.0
718,female,group B,associate's degree,standard,none,divorced,sometimes,no,2.0,private,5 - 10,63,61.0,58.0
720,female,group C,bachelor's degree,standard,completed,married,sometimes,yes,2.0,private,5 - 10,76,90.0,92.0
721,female,group D,high school,standard,none,married,sometimes,yes,5.0,school_bus,> 10,67,73.0,77.0
722,male,group B,high school,free/reduced,none,married,sometimes,yes,3.0,private,5 - 10,57,58.0,50.0
723,male,group A,high school,standard,completed,married,sometimes,yes,0.0,private,< 5,56,50.0,53.0
724,female,group C,associate's degree,standard,none,married,regularly,yes,6.0,private,5 - 10,61,71.0,69.0
726,female,group E,some college,standard,none,single,regularly,no,2.0,private,< 5,70,59.0,64.0
727,female,group B,bachelor's degree,free/reduced,none,divorced,sometimes,yes,3.0,private,< 5,80,84.0,87.0
728,female,group D,master's degree,standard,completed,married,sometimes,no,1.0,private,> 10,70,83.0,88.0
729,male,group D,high school,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,64,54.0,54.0
730,male,group D,master's degree,standard,none,married,never,no,2.0,school_bus,5 - 10,77,77.0,74.0
731,male,group C,bachelor's degree,standard,none,married,never,yes,1.0,private,5 - 10,89,78.0,82.0
732,male,group B,high school,standard,completed,married,regularly,yes,5.0,private,5 - 10,86,86.0,84.0
733,female,group A,associate's degree,free/reduced,none,single,never,yes,2.0,school_bus,5 - 10,38,37.0,38.0
734,female,group B,some high school,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,66,71.0,74.0
735,female,group D,high school,standard,completed,married,regularly,no,2.0,school_bus,5 - 10,57,76.0,75.0
736,male,group C,associate's degree,free/reduced,none,married,sometimes,yes,1.0,school_bus,< 5,65,62.0,54.0
738,female,group C,some high school,standard,none,single,sometimes,no,2.0,school_bus,5 - 10,41,50.0,45.0
739,female,group B,some college,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,84,100.0,100.0
740,male,group C,associate's degree,free/reduced,none,married,regularly,yes,0.0,school_bus,5 - 10,78,73.0,79.0
741,female,group D,some college,standard,none,divorced,sometimes,yes,0.0,private,< 5,56,65.0,63.0
742,male,group C,associate's degree,standard,none,married,regularly,yes,3.0,school_bus,5 - 10,92,85.0,86.0
743,male,group E,some college,standard,completed,married,sometimes,yes,0.0,school_bus,5 - 10,80,57.0,64.0
744,male,group B,associate's degree,free/reduced,none,single,regularly,yes,2.0,private,5 - 10,78,75.0,76.0
746,female,group B,high school,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,54,72.0,63.0
747,male,group B,high school,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,72,66.0,62.0
748,male,group D,high school,standard,none,married,regularly,no,4.0,school_bus,< 5,79,74.0,72.0
749,female,group C,some college,standard,completed,married,never,yes,2.0,private,< 5,80,90.0,90.0
750,female,group C,some college,standard,none,married,regularly,yes,5.0,school_bus,5 - 10,62,73.0,71.0
751,female,group D,some college,standard,none,divorced,never,no,2.0,school_bus,5 - 10,70,80.0,82.0
752,female,group B,some college,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,63,75.0,71.0
753,female,group B,associate's degree,standard,none,married,sometimes,yes,0.0,school_bus,< 5,71,76.0,78.0
754,female,group C,some college,free/reduced,none,single,sometimes,yes,2.0,school_bus,5 - 10,52,59.0,61.0
756,female,group C,some college,standard,completed,married,never,yes,3.0,school_bus,> 10,71,79.0,84.0
757,female,group C,some college,standard,none,single,never,yes,3.0,private,5 - 10,70,83.0,79.0
758,male,group C,some high school,standard,completed,married,regularly,yes,1.0,private,< 5,65,70.0,62.0
759,male,group D,associate's degree,free/reduced,none,married,sometimes,yes,1.0,private,5 - 10,44,50.0,42.0
760,female,group D,associate's degree,standard,none,married,sometimes,no,1.0,school_bus,< 5,36,49.0,49.0
761,male,group A,some college,free/reduced,completed,married,regularly,yes,4.0,school_bus,5 - 10,61,64.0,73.0
762,male,group C,some high school,standard,completed,married,sometimes,yes,2.0,private,> 10,95,86.0,85.0
763,male,group C,associate's degree,standard,none,single,sometimes,yes,0.0,private,> 10,58,49.0,47.0
764,male,group C,some college,free/reduced,none,married,regularly,yes,2.0,school_bus,5 - 10,70,61.0,68.0
765,male,group E,some high school,standard,none,married,regularly,no,1.0,private,5 - 10,90,78.0,73.0
766,male,group C,some college,free/reduced,none,married,regularly,yes,3.0,school_bus,< 5,71,77.0,67.0
767,male,group B,associate's degree,free/reduced,none,married,regularly,yes,0.0,school_bus,> 10,51,44.0,42.0
768,male,group E,some high school,free/reduced,none,divorced,regularly,yes,3.0,private,5 - 10,55,55.0,45.0
